"000640",106900,3104,332,108000,108100,106200,"",0
"001550",13070,20256,264,13210,13370,12920,"",0
"002030",191100,1880,358,194500,194500,188600,"",0
"002210",5490,41507,227,5480,5540,5430,"",0
"003080",2935,19824,58,2910,2935,2880,"",0
"003570",14630,126814,1849,14570,14900,14350,"",0
"003920",587000,7796,4699,577000,616000,577000,"",0
"004980",8010,47197,380,8120,8140,8010,"",0
"005090",24050,9462,226,24000,24250,23700,"",0
"006800",7870,948269,7412,7900,7930,7730,"",0
"006980",20050,1392,28,20150,20150,19940,"",0
"007540",50900,4084,207,50400,51200,50400,"",0
"008040",914,214538,197,920,925,914,"",0
"008250",6290,5103,32,6340,6340,6250,"",0
"009070",4010,149708,604,4055,4090,4000,"",0
"009450",47000,29797,1412,48250,48250,47000,"",0
"012600",2490,0,0,2490,2490,2490,"",0
"015760",19770,1202685,23588,19510,19780,19380,"",0
"020560",12140,517498,6342,11900,12260,11600,"",0
"025000",43250,2777,120,43350,43350,43150,"",0
"025750",804,204783,165,808,813,804,"",0
"030610",4965,38613,190,4950,4975,4900,"",0
"034310",12840,17745,227,12800,13040,12630,"",0
"037560",3750,546534,2062,3880,3880,3740,"",0
"039570",7580,8166,61,7600,7600,7470,"",0
"042660",21950,375133,8178,21500,22000,21500,"",0
"077500",7960,2101512,17761,8840,9050,7740,"",0
"084670",12160,291305,4046,12110,15300,12060,"",0
"089470",4355,12912,57,4440,4450,4330,"",0
"102460",15160,26149,398,15200,15500,15100,"",0
"103590",11250,438296,5007,11100,11760,11060,"",0
"139130",9010,843727,7532,8850,9020,8800,"",0
"143210",2805,5519,15,2835,2835,2795,"",0
"181710",24800,566372,13893,24200,25350,22800,"",0
"248070",27600,346056,9653,28400,28400,27600,"",0
"298050",326500,26354,8662,333500,336000,326000,"",0
"302440",63500,55971,3571,64200,64900,63500,"",0
"383800",7010,105747,735,6890,7040,6890,"",0
"004780",3985,12339,49,3960,4005,3960,"",0
"006920",3735,50269,189,3815,3820,3670,"",0
"008830",11550,658151,7860,12380,12720,11400,"",0
"018120",15540,2374,37,15650,15650,15400,"",0
"021650",2690,25093,68,2725,2750,2690,"",0
"024800",2310,73423,168,2310,2340,2260,"",0
"024840",1350,134518,184,1390,1396,1350,"",0
"027710",1622,351220,569,1616,1636,1602,"",0
"036690",3020,62411,190,3100,3110,3020,"",0
"037230",2060,8896,19,2100,2140,2060,"",0
"037440",6900,58063,403,6910,7030,6900,"",0
"039200",19100,108016,2045,19290,19290,18810,"",0
"042500",4500,67036,309,4585,4725,4500,"",0
"044060",732,0,0,732,732,732,"",0
"049550",3770,7578,29,3835,3835,3760,"",0
"050760",2185,24121,52,2180,2185,2145,"",0
"052400",15920,18525,295,16150,16150,15840,"",0
"053590",334,0,0,334,334,334,"",0
"060310",3110,3915845,12493,3340,3375,3080,"",0
"062860",5800,0,0,5800,5800,5800,"",0
"065150",204,483381,96,203,205,194,"",0
"066790",1109,26374306,30109,1086,1233,1040,"",0
"072870",10730,10722,115,10720,10750,10650,"",0
"073640",917,819355,746,930,930,900,"",0
"078590",417,0,0,417,417,417,"",0
"078860",3250,10495,34,3195,3345,3130,"",0
"080220",25900,9375748,257760,27600,29450,25700,"",0
"085910",3535,41095,146,3570,3600,3520,"",0
"088800",2675,1888290,5176,2940,2940,2660,"",0
"092460",5850,18876,110,5910,5910,5790,"",0
"095660",25500,113346,2911,26300,26300,25450,"",0
"096630",1738,1650575,2853,1674,1772,1657,"",0
"099220",1175,250882,297,1186,1210,1167,"",0
"100700",2740,30632,84,2755,2785,2740,"",0
"101330",3260,87236,287,3275,3375,3230,"",0
"108860",17270,595351,10486,18020,18200,17270,"",0
"123420",10380,51587,540,10780,10820,10210,"",0
"126340",48500,57096,2737,47850,48950,46500,"",0
"131370",4545,1596413,7415,4815,4860,4505,"",0
"170920",15900,191977,3098,16630,17300,15800,"",0
"208860",2205,0,0,2205,2205,2205,"",0
"213420",38600,76730,2966,38800,39350,38300,"",0
"214430",28650,30957,894,29950,29950,28500,"",0
"215200",60100,36544,2203,61500,61500,59700,"",0
"215480",3750,35127,132,3840,3860,3735,"",0
"230980",412,1174823,488,425,429,396,"",0
"234340",22550,117900,2755,22800,24300,22400,"",0
"256630",1344,31408,42,1350,1386,1325,"",0
"258830",521,962224,484,505,524,490,"",0
"263750",32750,215690,7107,33400,33750,32600,"",0
"290560",13820,446983,6129,12860,14250,12620,"",0
"307930",6440,237249,1533,6470,6640,6360,"",0
"311690",14530,13031,190,14700,14760,14470,"",0
"314140",9300,117237,1107,9190,9670,9120,"",0
"322310",28500,272023,7970,29750,30600,28150,"",0
"323230",1742,1100626,1886,1588,1797,1555,"",0
"335890",7660,662180,5107,7780,7860,7610,"",0
"348370",163500,1469377,241949,169300,174900,154000,"",0
"353810",3360,46122,153,3360,3395,3290,"",0
"361570",3725,39348,147,3750,3795,3700,"",0
"365330",3100,1349772,4433,3575,3575,3100,"",0
"389260",15040,13665,206,15320,15450,15000,"",0
"405100",23350,300382,7177,23650,25000,22650,"",0
"424960",13290,239506,3255,13800,14310,13290,"",0
"432470",38700,28813,1153,39750,41500,38650,"",0
"440290",4005,2190440,9229,4245,4490,3965,"",0
"950190",13000,45110,594,13400,13520,13000,"",0
