"000640",100000,2511,250,98600,101000,98100,"",0
"001550",14500,6243,91,14500,14700,14400,"",0
"002030",118000,3422,404,120000,122000,115500,"",0
"002210",6580,18626,122,6580,6620,6460,"",0
"003080",2935,41592,122,2895,2960,2895,"",0
"003570",8530,110952,928,8200,8530,8170,"",0
"003920",362500,835,304,364000,369000,361500,"",0
"004980",9700,3672168,35690,8030,10000,8030,"",0
"005090",29600,30721,918,30050,30200,29550,"",0
"006800",6200,772293,4813,6220,6340,6140,"",0
"006980",19650,2424,48,19450,20050,19450,"",0
"007540",50200,32895,1649,50600,51000,49650,"",0
"008040",1035,1518844,1568,1020,1050,1015,"",0
"008250",7050,13371,95,7080,7160,7000,"",0
"009070",4000,39965,161,3985,4075,3985,"",0
"009450",34150,41638,1416,33600,34200,33600,"",0
"012600",2490,0,0,2490,2490,2490,"",0
"015760",16700,1079226,18101,16900,17000,16600,"",0
"020560",11000,366074,4063,11300,11400,10900,"",0
"025000",47750,1241,59,48200,48200,47650,"",0
"025750",1040,299059,313,1045,1065,1040,"",0
"030610",5330,104574,560,5390,5420,5280,"",0
"034310",11850,49256,579,11850,11950,11600,"",0
"037560",4485,206638,927,4450,4530,4430,"",0
"039570",7610,14782,112,7610,7740,7560,"",0
"042660",18200,343216,6264,18200,18450,18100,"",0
"077500",8280,16286,136,8270,8440,8270,"",0
"084670",13400,2324,31,13450,13450,13300,"",0
"089470",3820,14036,55,3850,3940,3820,"",0
"102460",19200,31041,595,18850,19400,18850,"",0
"103590",4425,141709,636,4440,4555,4415,"",0
"139130",7000,640103,4508,7130,7130,7000,"",0
"143210",3055,25278,78,3090,3135,3050,"",0
"181710",23600,78474,1850,23300,23800,23250,"",0
"248070",17500,79949,1422,18000,18150,17500,"",0
"298050",322000,23224,7555,326500,332500,319000,"",0
"302440",75200,545869,41961,73900,79600,73900,"",0
"383800",8230,56211,465,8260,8320,8230,"",0
"004780",4135,19852,83,4150,4200,4135,"",0
"006920",3550,64307,226,3365,3630,3365,"",0
"008830",6570,23874,157,6590,6660,6470,"",0
"018120",21500,1497,32,21450,21650,21250,"",0
"021650",2435,23357,57,2410,2485,2410,"",0
"024800",2385,5531,13,2385,2450,2380,"",0
"024840",1335,274128,365,1305,1355,1305,"",0
"027710",1960,1236875,2408,1950,1980,1920,"",0
"036690",3050,41282,125,2925,3065,2925,"",0
"037230",2570,898252,2354,2570,2675,2560,"",0
"037440",8420,947949,7945,8200,8480,8200,"",0
"039200",17900,171388,3037,17500,18000,17400,"",0
"042500",4015,20949,84,4015,4085,3970,"",0
"044060",1450,18257242,25918,1350,1480,1345,"",0
"049550",5230,5998,32,5270,5290,5220,"",0
"050760",2595,33613,87,2530,2600,2530,"",0
"052400",15800,68239,1074,15400,15950,15400,"",0
"053590",725,327558,237,730,738,713,"",0
"060310",2345,158178,373,2305,2440,2305,"",0
"062860",5470,21282,117,5370,5650,5370,"",0
"065150",409,46791,19,407,410,405,"",0
"066790",615,14618792,9058,527,672,527,"",0
"072870",11250,20316,228,11200,11400,11150,"",0
"073640",1535,354040,545,1550,1625,1500,"",0
"078590",2380,0,0,2380,2380,2380,"",0
"078860",490,209997,103,485,500,482,"",0
"080220",3750,319006,1195,3710,3785,3710,"",0
"085910",4685,17167,81,4645,4750,4645,"",0
"088800",5020,164460,830,4915,5130,4915,"",0
"092460",4845,54666,265,4795,4945,4790,"",0
"095660",33650,262556,8870,33200,34250,33200,"",0
"096630",824,103512,86,828,849,824,"",0
"099220",2035,426488,873,2020,2080,2020,"",0
"100700",2720,26318,71,2690,2750,2685,"",0
"101330",2600,16525,43,2560,2600,2550,"",0
"108860",5430,104924,573,5500,5560,5370,"",0
"123420",18800,162397,3109,18500,19700,18500,"",0
"126340",42400,21675,929,42450,43500,42400,"",0
"131370",4210,145710,610,4110,4215,4090,"",0
"170920",10350,5922,62,10450,11050,10350,"",0
"208860",2205,0,0,2205,2205,2205,"",0
"213420",36350,125852,4548,35350,36700,35300,"",0
"214430",16550,17402,289,16450,16850,16350,"",0
"215200",75600,128156,9671,77400,79500,72500,"",0
"215480",4740,20875,99,4665,4780,4635,"",0
"230980",1005,1050316,1073,1070,1080,989,"",0
"234340",22300,7279,163,22150,22800,22150,"",0
"256630",1980,37412,74,1995,2025,1960,"",0
"258830",3780,722842,2769,3800,3930,3750,"",0
"263750",41100,179249,7409,41350,41650,40800,"",0
"307930",4695,15023,71,4655,4760,4620,"",0
"311690",26100,2907,77,26750,26750,26100,"",0
"314140",10800,321218,3559,11750,11800,10600,"",0
"322310",10700,41155,444,10700,11000,10600,"",0
"323230",771,28226,22,769,771,762,"",0
"335890",1970,187129,365,1905,1980,1905,"",0
"348370",73000,175408,12913,73700,75400,72000,"",0
"353810",3840,253404,974,3840,3910,3800,"",0
"361570",12600,33372,430,13050,13200,12550,"",0
"389260",21450,154301,3360,21700,22300,21300,"",0
"950190",13750,14212,197,13750,14000,13750,"",0
