"000640",109000,7896,856,107000,110000,107000,"",0
"001550",20300,42222,837,19500,20300,19400,"",0
"002030",139000,6220,856,135000,139000,135000,"",0
"002210",8120,31262,253,8040,8180,7990,"",0
"003080",3815,19809,76,3780,3895,3780,"",0
"003570",8950,8660,77,8880,9020,8770,"",0
"003920",395500,718,283,393500,397000,393500,"",0
"004980",14950,474364,6992,14500,15100,14300,"",0
"005090",50400,92052,4599,49100,50400,48700,"",0
"006800",8550,947037,8042,8490,8560,8400,"",0
"006980",26900,9528,252,25550,27000,25550,"",0
"007540",41150,799,33,40800,41300,40600,"",0
"008040",1045,285542,296,1020,1050,1020,"",0
"008250",11400,43007,483,11200,11400,11050,"",0
"009070",5740,87831,503,5760,5800,5670,"",0
"009450",52300,25739,1337,51600,52600,51400,"",0
"012600",2490,0,0,2490,2490,2490,"",0
"015760",21050,838117,17682,21100,21250,20900,"",0
"020560",18200,205224,3697,17900,18200,17750,"",0
"025000",52800,2095,110,52800,53900,52300,"",0
"025750",1620,231823,372,1585,1625,1585,"",0
"030610",7990,28681,228,7940,8000,7910,"",0
"034310",17350,30811,534,17300,17450,17250,"",0
"037560",5050,188395,932,4805,5060,4805,"",0
"039570",9600,492343,4663,8890,9930,8890,"",0
"042660",21650,250454,5377,21350,21700,21250,"",0
"077500",12300,243962,2949,12100,12350,11750,"",0
"084670",17200,1545,26,16950,17200,16900,"",0
"089470",5130,138038,700,5040,5140,4990,"",0
"102460",30950,79526,2428,30200,31000,29950,"",0
"103590",5080,73778,372,4980,5130,4970,"",0
"139130",9510,593105,5650,9730,9740,9390,"",0
"143210",5050,3593,18,5050,5050,4950,"",0
"181710",40000,90023,3529,38750,40000,38600,"",0
"248070",24100,1612585,39005,24800,25500,23300,"",0
"298050",505000,29957,15082,500000,509000,492000,"",0
"302440",190000,375658,70708,185000,191500,182500,"",0
"383800",10000,184933,1853,10050,10150,9990,"",0
"004780",5120,25455,130,5070,5150,5040,"",0
"006920",4790,24289,116,4740,4830,4660,"",0
"008830",6330,95868,610,5970,6700,5970,"",0
"018120",30750,2208,68,30900,30950,30700,"",0
"021650",3990,30782,120,3845,3990,3835,"",0
"024800",3080,35377,107,3060,3095,3000,"",0
"024840",2120,336701,703,2020,2135,2020,"",0
"027710",2085,696688,1444,2025,2105,2025,"",0
"036690",5100,36890,187,4945,5150,4945,"",0
"037230",4220,83697,351,4125,4315,4125,"",0
"037440",8290,2133646,18004,8470,8640,8250,"",0
"039200",34500,161824,5553,33300,34700,33300,"",0
"042500",6390,319509,2003,6180,6420,6170,"",0
"044060",8590,44161,374,8210,8600,8210,"",0
"049550",7500,6145,46,7450,7500,7340,"",0
"050760",3535,28976,101,3455,3545,3425,"",0
"052400",30400,48113,1440,29450,30400,29350,"",0
"053590",996,466499,462,970,1005,970,"",0
"060310",3100,286240,884,2935,3145,2935,"",0
"062860",6210,8899,55,5950,6300,5950,"",0
"065150",754,67669,51,756,760,750,"",0
"066790",643,48005,31,643,644,639,"",0
"072870",12600,10281,128,12400,12650,12300,"",0
"073640",1905,74506,142,1925,1925,1895,"",0
"078590",2380,0,0,2380,2380,2380,"",0
"078860",1225,1293875,1562,1190,1230,1190,"",0
"080220",5860,619868,3584,5710,5860,5670,"",0
"085910",5830,458253,2633,5780,5910,5500,"",0
"088800",12900,202331,2529,12050,12900,12050,"",0
"092460",6390,199013,1262,6340,6450,6100,"",0
"095660",33300,641518,20822,31100,33500,30950,"",0
"096630",1720,246362,422,1730,1745,1690,"",0
"099220",1845,183737,330,1760,1845,1760,"",0
"100700",3820,95316,361,3750,3830,3750,"",0
"101330",4140,779127,3206,3930,4240,3930,"",0
"108860",10650,849257,8892,10500,10650,10200,"",0
"123420",28100,78582,2196,27450,28300,27350,"",0
"126340",41650,22994,929,40300,41750,39800,"",0
"131370",7250,553116,3931,6900,7250,6900,"",0
"170920",12500,30806,379,12150,12650,12000,"",0
"208860",2205,0,0,2205,2205,2205,"",0
"213420",52200,150748,7815,51200,52300,51100,"",0
"214430",19800,56700,1103,19350,19850,19000,"",0
"215200",81200,87452,6982,77100,81400,76200,"",0
"215480",1440,402176,571,1390,1450,1390,"",0
"230980",1740,485124,834,1720,1755,1695,"",0
"234340",29750,19860,587,29600,29900,29050,"",0
"256630",3055,117863,355,2985,3070,2970,"",0
"258830",5130,3108476,16019,5120,5340,5040,"",0
"263750",112700,421085,46780,106900,113500,106900,"",0
"307930",7540,42571,317,7450,7580,7320,"",0
"311690",44500,21881,939,42500,44500,41950,"",0
"322310",26550,134275,3587,25500,27550,25500,"",0
"323230",1440,630079,910,1400,1505,1395,"",0
"335890",2250,291195,653,2260,2265,2220,"",0
"348370",119900,398276,46519,113000,120000,111400,"",0
"353810",4500,24038,107,4350,4505,4350,"",0
"361570",25000,51658,1281,24350,25550,23950,"",0
"950190",20350,25576,517,20150,20350,19950,"",0
