"000640",82700,4628,381,82200,82800,81600,"",0
"001550",15520,27925,438,15850,15990,15520,"",0
"002030",138500,1774,246,137600,139400,137000,"",0
"002210",5920,35628,210,5950,5950,5850,"",0
"003080",3210,15062,48,3175,3230,3175,"",0
"003570",9190,210578,1968,9710,9710,9170,"",0
"003920",495000,2153,1058,480500,506000,475000,"",0
"004980",9560,194363,1877,9850,9860,9540,"",0
"005090",29300,85564,2509,29800,29900,29100,"",0
"006800",6940,894333,6148,6730,6960,6730,"",0
"006980",24300,4793,115,23950,24350,23650,"",0
"007540",55600,85964,4825,53600,58900,53000,"",0
"008040",1035,1451059,1509,1049,1059,1031,"",0
"008250",7380,37373,277,7420,7490,7360,"",0
"009070",4180,31078,130,4140,4225,4135,"",0
"009450",40000,136366,5487,41000,41550,39550,"",0
"012600",2490,0,0,2490,2490,2490,"",0
"015760",18680,1136666,21223,18610,18810,18560,"",0
"020560",12800,162749,2081,12790,12870,12690,"",0
"025000",47200,1376,65,47200,47300,46950,"",0
"025750",1030,290808,301,1044,1054,1029,"",0
"030610",5060,15704,79,5040,5100,5020,"",0
"034310",12690,31693,400,12560,12690,12480,"",0
"037560",4105,174348,717,4135,4140,4095,"",0
"039570",8280,10898,90,8340,8350,8200,"",0
"042660",26950,834122,22696,27300,28300,26300,"",0
"077500",9750,73802,722,9830,9860,9720,"",0
"084670",14310,223,3,14250,14500,14220,"",0
"089470",4835,159653,769,4840,4915,4725,"",0
"102460",18580,30359,566,18710,18990,18510,"",0
"103590",6990,650104,4602,7370,7400,6890,"",0
"139130",6850,493139,3365,6790,6860,6770,"",0
"143210",3100,25189,78,3160,3165,3055,"",0
"181710",27150,22395,601,26700,27150,26500,"",0
"248070",24400,6284675,156268,23900,25800,23650,"",0
"298050",388500,20768,8109,393000,395500,386000,"",0
"302440",70400,310376,21788,70300,70800,69500,"",0
"383800",8520,135534,1155,8570,8580,8500,"",0
"004780",4315,25020,109,4370,4400,4300,"",0
"006920",3300,48124,161,3430,3430,3300,"",0
"008830",6360,12442,79,6480,6480,6310,"",0
"018120",16950,4493,76,17210,17300,16950,"",0
"021650",2855,74785,215,2945,2945,2820,"",0
"024800",2470,48991,123,2540,2555,2470,"",0
"024840",1766,1529001,2742,1850,1855,1754,"",0
"027710",1944,6471565,12965,2030,2075,1940,"",0
"036690",3345,49012,165,3410,3440,3305,"",0
"037230",2385,38921,94,2475,2475,2385,"",0
"037440",9190,464355,4273,9110,9350,9050,"",0
"039200",21200,475017,10070,21850,21900,20750,"",0
"042500",4760,53167,255,4800,4855,4735,"",0
"044060",732,0,0,732,732,732,"",0
"049550",4580,23433,107,4625,4625,4555,"",0
"050760",2665,58866,158,2725,2745,2665,"",0
"052400",16090,42299,680,16100,16300,15970,"",0
"053590",334,0,0,334,334,334,"",0
"060310",2090,134242,284,2125,2145,2090,"",0
"062860",5800,0,0,5800,5800,5800,"",0
"065150",414,1451022,589,418,423,395,"",0
"066790",517,162399,84,516,521,513,"",0
"072870",11440,5286,60,11440,11540,11260,"",0
"073640",3845,2638736,10380,4200,4250,3735,"",0
"078590",2380,0,0,2380,2380,2380,"",0
"078860",380,465129,178,382,390,378,"",0
"080220",4635,467090,2198,4820,4835,4625,"",0
"085910",4435,39842,177,4475,4510,4380,"",0
"088800",4410,298737,1336,4535,4570,4400,"",0
"092460",6600,247799,1584,6110,6600,6080,"",0
"095660",43950,370328,16082,41400,44150,41400,"",0
"096630",1770,2885422,5212,1880,1880,1748,"",0
"099220",1915,658171,1281,1991,2010,1912,"",0
"100700",2700,43378,118,2730,2745,2695,"",0
"101330",3855,497479,1975,4005,4100,3825,"",0
"108860",20100,3469302,69542,19320,20700,19300,"",0
"123420",13990,267322,3757,13780,14500,13620,"",0
"126340",69500,135898,9721,70500,74100,69400,"",0
"131370",3935,40122,157,3915,3950,3885,"",0
"170920",11500,98056,1147,12290,12300,11490,"",0
"208860",2205,0,0,2205,2205,2205,"",0
"213420",43400,122622,5289,42900,43650,42250,"",0
"214430",19970,30481,599,19940,19980,19400,"",0
"215200",62600,94670,5918,60700,63200,60700,"",0
"215480",4400,63515,276,4435,4440,4255,"",0
"230980",810,718625,580,829,831,798,"",0
"234340",18080,4555,82,18030,18250,18010,"",0
"256630",1987,37598,75,2015,2015,1971,"",0
"258830",3515,854114,3014,3600,3655,3470,"",0
"263750",43050,253721,10949,43150,44000,42750,"",0
"307930",5590,60385,336,5670,5740,5470,"",0
"311690",31400,83812,2649,32850,32950,30800,"",0
"314140",12560,32397,409,12920,12970,12500,"",0
"322310",16100,33828,551,16620,16760,15440,"",0
"323230",819,92159,75,819,831,811,"",0
"335890",5260,1174282,6231,5160,5400,5130,"",0
"348370",69800,456850,32715,74800,74900,69800,"",0
"353810",4260,13718079,60338,3780,4740,3640,"",0
"361570",13100,22765,295,13340,13360,12530,"",0
"389260",24400,129017,3194,25650,25750,24250,"",0
"405100",12690,97743,1247,12750,13070,12540,"",0
"950190",13070,46547,614,13410,13410,13070,"",0
