"000640",94900,4379,416,95900,95900,94500,"",0
"001550",17010,15339,261,16960,17080,16900,"",0
"002030",150000,2629,391,150500,150600,147100,"",0
"002210",6550,51871,341,6600,6660,6550,"",0
"003080",3360,14991,51,3385,3390,3340,"",0
"003570",9630,56761,546,9700,9710,9520,"",0
"003920",538000,5140,2766,545000,549000,525000,"",0
"004980",8800,121522,1067,8960,8970,8670,"",0
"005090",31000,37809,1171,31550,31600,30750,"",0
"006800",7180,1303339,9302,6970,7240,6870,"",0
"006980",23250,9210,213,23500,23550,22800,"",0
"007540",49500,5876,291,49600,50000,49250,"",0
"008040",979,1263494,1236,972,990,957,"",0
"008250",7530,21623,163,7540,7570,7490,"",0
"009070",4525,41183,186,4550,4550,4490,"",0
"009450",38600,55100,2114,38750,38800,37850,"",0
"012600",2490,0,0,2490,2490,2490,"",0
"015760",18020,1146143,20657,17870,18150,17810,"",0
"020560",13990,273396,3830,14210,14230,13910,"",0
"025000",48700,1862,91,48750,48750,48400,"",0
"025750",1117,330840,364,1115,1118,1060,"",0
"030610",5520,22008,121,5640,5640,5410,"",0
"034310",13650,16458,224,13730,13750,13520,"",0
"037560",4475,129289,578,4480,4490,4445,"",0
"039570",7940,3522,28,8050,8050,7920,"",0
"042660",24000,647052,15450,24400,24500,23500,"",0
"077500",10800,229776,2444,10770,10800,10440,"",0
"084670",14130,727,10,13980,14300,13980,"",0
"089470",4110,46028,190,4140,4165,4090,"",0
"102460",19060,32324,613,18980,19150,18830,"",0
"103590",5100,224990,1145,5100,5120,5040,"",0
"139130",7760,259410,2018,7760,7850,7710,"",0
"143210",3100,21031,65,3110,3160,3025,"",0
"181710",29200,68511,1995,29100,29400,28850,"",0
"248070",22350,168467,3735,22000,22500,21800,"",0
"298050",442500,39289,17246,449500,453000,430000,"",0
"302440",71700,166928,11955,71800,72200,71100,"",0
"383800",8560,119052,1018,8590,8600,8520,"",0
"004780",4710,63430,297,4660,4720,4640,"",0
"006920",4165,58126,242,4145,4205,4105,"",0
"008830",7070,9402,66,7080,7140,7030,"",0
"018120",18910,8740,166,19530,19530,18880,"",0
"021650",3210,24759,80,3225,3245,3175,"",0
"024800",2450,30402,75,2495,2495,2430,"",0
"024840",1433,135064,193,1435,1448,1410,"",0
"027710",1729,819711,1414,1751,1754,1714,"",0
"036690",4260,150138,631,4100,4260,4100,"",0
"037230",2840,240347,689,2870,2910,2835,"",0
"037440",10350,673809,6964,10480,10530,10200,"",0
"039200",17780,164214,2933,18100,18130,17670,"",0
"042500",5420,221769,1202,5400,5500,5250,"",0
"044060",1130,1701918,1914,1116,1130,1110,"",0
"049550",4995,14367,72,5020,5040,4970,"",0
"050760",2620,77242,201,2605,2635,2560,"",0
"052400",18030,35157,627,17760,18180,17500,"",0
"053590",334,0,0,334,334,334,"",0
"060310",2330,282152,647,2275,2330,2260,"",0
"062860",5990,9977,59,6000,6000,5910,"",0
"065150",366,196790,72,379,385,363,"",0
"066790",559,98372,55,562,572,557,"",0
"072870",11740,11957,140,11810,11820,11560,"",0
"073640",2225,593168,1310,2250,2250,2175,"",0
"078590",2380,0,0,2380,2380,2380,"",0
"078860",424,387352,164,429,433,420,"",0
"080220",5060,7878822,40601,4950,5370,4900,"",0
"085910",4950,52037,257,4935,4965,4910,"",0
"088800",5530,247566,1361,5520,5570,5400,"",0
"092460",5610,15532,87,5570,5630,5560,"",0
"095660",45300,129707,5886,45700,46150,44800,"",0
"096630",1121,469917,522,1089,1130,1069,"",0
"099220",1956,614535,1201,1962,1983,1930,"",0
"100700",2955,64129,189,2970,2985,2940,"",0
"101330",3685,168972,604,3650,3685,3480,"",0
"108860",29150,4833914,138816,27600,30150,26600,"",0
"123420",16570,188542,3115,16590,16720,16210,"",0
"126340",44600,41621,1857,43950,45150,43200,"",0
"131370",4820,318238,1527,4730,4875,4685,"",0
"170920",12420,810895,9673,11200,12840,11110,"",0
"208860",2205,0,0,2205,2205,2205,"",0
"213420",44000,161628,7040,43000,44200,42500,"",0
"214430",21550,26908,572,21250,21600,20750,"",0
"215200",67000,61249,4102,67300,67500,66200,"",0
"215480",4600,120947,557,4700,4700,4530,"",0
"230980",747,541091,405,752,761,742,"",0
"234340",21050,8904,186,21250,21350,20700,"",0
"256630",2175,39157,85,2180,2200,2135,"",0
"258830",2810,2386781,6691,2730,2845,2710,"",0
"263750",43450,192902,8345,43150,43600,42850,"",0
"307930",6840,90952,623,6840,6940,6770,"",0
"311690",28550,2351,67,28700,28750,28050,"",0
"314140",15050,148698,2231,15290,15300,14770,"",0
"322310",18600,125958,2312,18260,18700,18050,"",0
"323230",924,49685,46,941,941,902,"",0
"335890",5200,1159334,5981,5090,5250,5060,"",0
"348370",68800,520615,36167,69900,71200,68200,"",0
"353810",3970,44320,175,3920,3980,3920,"",0
"361570",14770,27230,397,14770,14770,14420,"",0
"389260",20900,78245,1613,20250,20900,20250,"",0
"405100",13770,375819,5024,12900,13830,12670,"",0
"950190",12690,27599,347,12310,12790,12310,"",0
